spawn_id,entry,name,subname,map_id,zone_id,area_id,position_x,position_y,position_z,orientation,spawntimesecs,wander_distance,spawn_movement_type,spawn_npcflag,spawn_unit_flags,spawn_dynamicflags,minlevel,maxlevel,faction_template_id,template_npcflag,rank,creature_type,creature_family,type_flags,template_movement_type,template_unit_flags,flags_extra,ai_name,script_name,path_id,template_spawn_count
139802,32820,Wild Turkey,,0,12,34,-8539.24,-174.348,85.1864,2.13876,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139805,32820,Wild Turkey,,0,12,34,-8565.04,-218.299,85.4327,0.399106,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139807,32820,Wild Turkey,,0,12,34,-8551.88,-202.872,85.526,5.97622,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139808,32820,Wild Turkey,,0,12,34,-8533.56,-195.278,83.5968,1.74214,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139809,32820,Wild Turkey,,0,12,34,-8583.03,-173.171,90.9283,1.62904,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139810,32820,Wild Turkey,,0,12,34,-8644.95,-115.942,88.0407,3.95727,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139811,32820,Wild Turkey,,0,12,34,-8563.16,-203.576,84.3093,4.568,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139812,32820,Wild Turkey,,0,12,34,-8635.73,-111.035,86.8433,3.64311,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139814,32820,Wild Turkey,,0,12,9,-8887.99,-274.452,80.4154,4.88438,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139815,32820,Wild Turkey,,0,12,9,-8856.3,-252.666,81.1253,5.68549,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139818,32820,Wild Turkey,,0,12,12,-8217,-499,197.379,2.145,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139819,32820,Wild Turkey,,0,12,12,-8208,-485,193.739,5.354,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139820,32820,Wild Turkey,,0,12,12,-8205,-483,193.823,2.678,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139821,32820,Wild Turkey,,0,12,12,-8184,-577,200.644,4.471,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139822,32820,Wild Turkey,,0,12,12,-8177,-594,200.167,0.811,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139893,32820,Wild Turkey,,0,12,9,-8836.48,-240.295,82.7459,5.43024,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
139894,32820,Wild Turkey,,0,12,9,-8962.26,-174.974,79.7247,2.9633,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
140120,32820,Wild Turkey,,0,12,9,-8869.22,-163.237,80.9719,0.959931,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141137,32820,Wild Turkey,,0,12,12,-9327.6,178.975,61.6973,4.10484,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141553,32820,Wild Turkey,,0,12,60,-9744,558.748,35.745,6.004,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141554,32820,Wild Turkey,,0,12,12,-9793,-306,46.5,0.4,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141555,32820,Wild Turkey,,0,12,797,-9860,-221,36.19,0.4,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141556,32820,Wild Turkey,,0,12,12,-9898,-277,33.4,0.4,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141557,32820,Wild Turkey,,0,12,89,-9495.05,395.521,51.949,1.53097,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141558,32820,Wild Turkey,,0,12,61,-9270,653.4,134.5,0.4,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141567,32820,Wild Turkey,,0,12,9,-8933.42,-236.962,79.4718,3.6465,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141602,32820,Wild Turkey,,0,12,12,-9585.09,22.4941,60.2258,3.83489,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141623,32820,Wild Turkey,,0,12,92,-9314.44,534.504,75.7665,5.50474,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141628,32820,Wild Turkey,,0,12,88,-9511.31,-1285.64,44.1448,3.93122,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141634,32820,Wild Turkey,,0,12,87,-9427.15,129.176,59.4742,2.84226,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141635,32820,Wild Turkey,,0,12,12,-9332.22,272.505,68.1097,1.01197,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141636,32820,Wild Turkey,,0,12,12,-9325.21,269.797,67.8272,5.27587,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141645,32820,Wild Turkey,,0,12,797,-9944.64,-150.41,25.0081,1.68865,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141646,32820,Wild Turkey,,0,12,87,-9472.62,47.3926,56.7775,5.34535,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141647,32820,Wild Turkey,,0,12,88,-9507.4,-1209.39,47.8715,3.73257,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141648,32820,Wild Turkey,,0,12,88,-9475.52,-1161.98,50.9518,4.90971,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141649,32820,Wild Turkey,,0,12,88,-9478.55,-1166.22,50.4518,4.10283,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141661,32820,Wild Turkey,,0,12,60,-9791.47,720.201,68.2069,0.529751,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141662,32820,Wild Turkey,,0,12,120,-9616.04,642.939,62.6796,5.88775,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141663,32820,Wild Turkey,,0,12,120,-9625.31,695.083,62.7331,2.7061,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141686,32820,Wild Turkey,,0,12,87,-9393.06,-12.708,61.7282,0.609785,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141707,32820,Wild Turkey,,0,12,12,-9346.44,171.041,61.5582,2.74061,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141708,32820,Wild Turkey,,0,12,12,-9340.16,183.339,61.5512,0.349854,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141709,32820,Wild Turkey,,0,12,797,-9958.02,-155.297,22.3585,5.67327,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141710,32820,Wild Turkey,,0,12,797,-9960.07,-154.13,21.9752,5.60729,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141722,32820,Wild Turkey,,0,12,797,-9861.98,-223.795,36.1011,0.612494,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141723,32820,Wild Turkey,,0,12,12,-9778.55,-1564.57,41.988,1.68063,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141797,32820,Wild Turkey,,0,12,88,-9553.82,-1369.03,51.2913,4.73714,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141806,32820,Wild Turkey,,0,12,87,-9386.23,26.1518,60.6273,4.5204,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141815,32820,Wild Turkey,,0,12,87,-9389.17,26.7242,60.1325,4.5204,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141820,32820,Wild Turkey,,0,12,87,-9547.6,83.9896,59.5094,5.09636,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141821,32820,Wild Turkey,,0,12,87,-9554.76,82.208,59.0394,1.38046,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141822,32820,Wild Turkey,,0,12,87,-9548.47,115.032,59.1045,3.35103,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141824,32820,Wild Turkey,,0,12,12,-9145.26,339.64,90.6757,0.052739,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141826,32820,Wild Turkey,,0,12,12,-9129.28,362.629,92.3738,4.11774,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141828,32820,Wild Turkey,,0,12,12,-9114.79,338.765,93.6277,2.9147,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141829,32820,Wild Turkey,,0,12,12,-9118.65,325.3,93.3136,1.91986,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141830,32820,Wild Turkey,,0,12,12,-9128.35,345.368,94.0594,2.68781,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141831,32820,Wild Turkey,,0,12,12,-9130.68,347.471,93.6376,5.67232,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141832,32820,Wild Turkey,,0,12,12,-9131.85,358.836,92.3964,0.976147,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141833,32820,Wild Turkey,,0,12,12,-9142.22,339.801,91.3411,3.19433,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141834,32820,Wild Turkey,,0,12,12,-9118.48,348.456,93.9492,3.78736,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141835,32820,Wild Turkey,,0,12,12,-9130.91,344.503,93.7304,0.942478,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141836,32820,Wild Turkey,,0,12,12,-9130.69,333.939,93.3105,0.837273,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141837,32820,Wild Turkey,,0,12,12,-9126.82,338.231,93.9283,3.97886,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141838,32820,Wild Turkey,,0,12,12,-9127.97,347.931,93.9306,3.87463,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141877,32820,Wild Turkey,,0,12,88,-9480.22,-1159.73,50.8268,0.586483,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141878,32820,Wild Turkey,,0,12,57,-9871.14,237.252,19.4741,4.31734,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141879,32820,Wild Turkey,,0,12,57,-9879.33,217.356,14.1337,5.82548,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141880,32820,Wild Turkey,,0,12,57,-9879.43,190.812,16.6024,1.79753,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141881,32820,Wild Turkey,,0,12,57,-9884.25,260.653,34.8986,2.57944,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141882,32820,Wild Turkey,,0,12,57,-9885.02,196.351,15.2175,2.27603,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141883,32820,Wild Turkey,,0,12,57,-9852.19,179.62,20.9187,3.22526,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141884,32820,Wild Turkey,,0,12,57,-9822.68,180.421,22.9706,3.13012,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141885,32820,Wild Turkey,,0,12,57,-9865.25,170.29,19.6687,5.36632,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141886,32820,Wild Turkey,,0,12,57,-9816.59,120.354,45.9586,3.66559,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141887,32820,Wild Turkey,,0,12,57,-9819.45,129.544,4.7231,5.83605,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141888,32820,Wild Turkey,,0,12,57,-9827.35,124.626,4.25697,6.19969,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141889,32820,Wild Turkey,,0,12,57,-9907.61,178.849,31.9818,5.60655,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141890,32820,Wild Turkey,,0,12,57,-9888.21,153.554,32.0522,5.88405,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141891,32820,Wild Turkey,,0,12,57,-9799.58,167.104,24.0743,2.08218,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141892,32820,Wild Turkey,,0,12,57,-9840.62,161.11,4.89257,0.281934,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141893,32820,Wild Turkey,,0,12,57,-9849.7,135.178,6.03231,6.08721,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141894,32820,Wild Turkey,,0,12,57,-9857.44,157.624,6.20103,0.988133,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141895,32820,Wild Turkey,,0,12,57,-9751.76,122.076,16.1832,6.27415,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141896,32820,Wild Turkey,,0,12,57,-9750.53,109.906,25.705,3.41538,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141897,32820,Wild Turkey,,0,12,57,-9800.68,103.668,24.789,5.76924,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141898,32820,Wild Turkey,,0,12,57,-9797.96,109.575,24.4197,3.88405,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141899,32820,Wild Turkey,,0,12,12,-9783.55,84.901,42.6198,3.27819,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141900,32820,Wild Turkey,,0,12,57,-9752.98,120.348,15.9225,1.30766,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141901,32820,Wild Turkey,,0,12,12,-9734.4,138.944,49.0226,0.433051,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141902,32820,Wild Turkey,,0,12,57,-9954.52,222.797,26.328,4.94774,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141903,32820,Wild Turkey,,0,12,12,-9354.72,167.942,61.665,0.27367,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141910,32820,Wild Turkey,,0,12,88,-9456.54,-1160.68,52.9803,4.11778,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141911,32820,Wild Turkey,,0,12,12,-9342.2,187.984,61.5586,5.25467,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141915,32820,Wild Turkey,,0,12,12,-9321.16,270.756,68.0387,6.23488,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141918,32820,Wild Turkey,,0,12,12,-9164.88,-6.60355,79.3901,4.80705,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141919,32820,Wild Turkey,,0,12,12,-9162.92,-2.91795,79.6812,0.60909,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141920,32820,Wild Turkey,,0,12,12,-9167.2,19.38,78.803,1.52015,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141921,32820,Wild Turkey,,0,12,12,-9162.07,13.6444,78.6699,5.53354,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141922,32820,Wild Turkey,,0,12,12,-9180.29,-8.10362,78.8,3.87635,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141923,32820,Wild Turkey,,0,12,12,-9189.71,0.452663,77.6916,3.02419,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141924,32820,Wild Turkey,,0,12,12,-9344.05,175.877,61.5584,3.59669,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141925,32820,Wild Turkey,,0,12,12,-9318.67,173.348,61.613,2.83957,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141926,32820,Wild Turkey,,0,12,12,-9329.31,166.352,61.5815,1.76357,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141929,32820,Wild Turkey,,0,12,87,-9474.49,87.242,56.7402,2.98374,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141930,32820,Wild Turkey,,0,12,12,-9322.06,168.47,61.6066,2.40367,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141932,32820,Wild Turkey,,0,12,87,-9460.17,26.0472,56.3399,5.44596,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141933,32820,Wild Turkey,,0,12,12,-9349.19,176.153,61.726,5.18634,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141934,32820,Wild Turkey,,0,12,12,-9350.81,171.018,61.7532,1.0198,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141935,32820,Wild Turkey,,0,12,12,-9337.56,188.283,61.5117,3.72314,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141950,32820,Wild Turkey,,0,12,87,-9375.14,26.3486,61.714,4.83456,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141951,32820,Wild Turkey,,0,12,87,-9383.17,11.5458,61.1362,1.44862,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141952,32820,Wild Turkey,,0,12,87,-9373.36,22.8965,62.0908,2.21657,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
141978,32820,Wild Turkey,,0,12,87,-9382.33,14.4817,61.6174,4.2586,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142031,32820,Wild Turkey,,0,12,9,-8932.72,-163.066,80.9754,5.81801,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142033,32820,Wild Turkey,,0,12,87,-9429.92,56.1355,56.7913,2.98451,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142034,32820,Wild Turkey,,0,12,87,-9431.01,58.3279,56.7729,5.48033,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142035,32820,Wild Turkey,,0,12,87,-9428.72,54.0571,56.819,1.91986,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142036,32820,Wild Turkey,,0,12,87,-9431.32,55.0524,56.6871,3.38594,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142037,32820,Wild Turkey,,0,12,87,-9431.98,56.7107,56.6996,6.16101,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142043,32820,Wild Turkey,,0,12,87,-9400.13,111.152,60.0272,5.17295,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142045,32820,Wild Turkey,,0,12,12,-9143.81,412.898,93.7079,5.32893,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142046,32820,Wild Turkey,,0,12,12,-9109.08,365.884,93.9828,2.40332,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142047,32820,Wild Turkey,,0,12,12,-9116.37,334.754,93.3562,1.99884,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142048,32820,Wild Turkey,,0,12,12,-9177.49,414.626,90.1926,5.65879,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142049,32820,Wild Turkey,,0,12,12,-9170.68,377.801,88.388,5.18362,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142050,32820,Wild Turkey,,0,12,12,-9140.75,332.216,91.2239,2.34441,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142051,32820,Wild Turkey,,0,12,12,-9227.25,318.984,73.9797,5.50171,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142052,32820,Wild Turkey,,0,12,12,-9155.61,261.754,80.1009,2.98844,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142053,32820,Wild Turkey,,0,12,87,-9468.33,24.9295,56.5369,6.0912,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142054,32820,Wild Turkey,,0,12,87,-9465.93,24.9355,56.6126,3.12414,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142079,32820,Wild Turkey,,0,12,87,-9566.38,31.1655,61.4444,1.58992,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142080,32820,Wild Turkey,,0,12,87,-9541.73,87.4378,59.3029,6.23082,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142081,32820,Wild Turkey,,0,12,87,-9540.56,115.219,59.1773,4.62012,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142082,32820,Wild Turkey,,0,12,87,-9525.15,89.6348,58.9238,4.11548,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142087,32820,Wild Turkey,,0,12,12,-9330.46,180.936,61.6792,4.1716,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142089,32820,Wild Turkey,,0,12,12,-9180.08,300.471,78.2777,1.48024,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142090,32820,Wild Turkey,,0,12,12,-9082.31,410.951,92.2809,3.21226,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142091,32820,Wild Turkey,,0,12,9,-9045.34,-46.7572,88.3206,4.60601,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142092,32820,Wild Turkey,,0,12,9,-9044.58,-43.6128,88.3693,1.24136,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142093,32820,Wild Turkey,,0,12,59,-9068.83,-382.097,73.4742,1.12514,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142094,32820,Wild Turkey,,0,12,59,-9067.18,-379.59,73.4847,4.20468,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142095,32820,Wild Turkey,,0,12,59,-9083.1,-370.122,73.4512,2.04719,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142096,32820,Wild Turkey,,0,12,59,-9093.95,-363.895,73.4845,1.58774,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142097,32820,Wild Turkey,,0,12,59,-9093.79,-350.975,73.4519,0.331884,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142098,32820,Wild Turkey,,0,12,59,-9114.81,-341.066,73.2501,1.02225,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142099,32820,Wild Turkey,,0,12,59,-9111.6,-339.933,73.3671,2.90956,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142100,32820,Wild Turkey,,0,12,59,-9085.03,-310.686,73.4186,1.76288,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142101,32820,Wild Turkey,,0,12,59,-9085.39,-308.122,73.3757,4.73482,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142102,32820,Wild Turkey,,0,12,59,-9067.4,-299.552,73.4566,5.35529,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142103,32820,Wild Turkey,,0,12,59,-9027.26,-326.174,73.7017,1.51626,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142104,32820,Wild Turkey,,0,12,59,-9031.94,-346.149,74.21,4.03346,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142105,32820,Wild Turkey,,0,12,59,-9033.21,-347.614,74.1532,0.925643,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
142106,32820,Wild Turkey,,0,12,59,-9053.11,-362.477,73.5042,1.69219,300,20,1,0,0,0,1,1,188,0,0,1,0,0,0,0,64,SmartAI,,NULL,1448
